row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
1997,36,E,7184,65068,1672,27620,1183,19,7
1998,54,D,3392,6268,405,38180,1533,9,2
1999,24,B,6896,29797,1213,24252,1746,17,6
2000,54,C,3368,9955,767,36327,1466,16,2
2001,46,E,8412,64299,2112,37289,1240,16,8
2002,49,A,6052,39455,671,25861,1718,15,5
2003,49,B,6126,20926,1166,31077,2140,18,4
2004,28,D,2710,5532,542,41454,1877,10,1
2005,23,C,3955,5672,798,30593,1434,16,3
2006,41,B,6016,26209,1291,33945,1267,18,5
2007,40,C,3493,3752,841,28031,1732,16,2
2008,42,C,3449,9690,714,23345,1800,15,2
2009,48,E,7226,7815,1630,33761,1822,21,6
2010,32,D,1692,3745,487,19727,1787,14,0
2011,40,B,6178,22915,1177,40753,2015,16,5
2012,35,E,8046,47085,1367,30783,1603,20,7
2013,25,C,3317,267,865,26261,1676,15,2
2014,27,B,7536,19766,1269,36235,1342,22,7
2015,45,E,6562,36623,1865,29759,1521,19,6
2016,76,C,3672,9830,1027,40888,1992,16,2
2017,50,A,4853,23154,1023,27593,1538,18,4
2018,34,C,3608,7720,765,24709,1407,13,3
2019,39,C,3577,5774,721,21847,1846,12,2
2020,52,D,2084,4835,493,38883,2078,11,1
2021,44,B,7062,24565,1311,19403,2347,16,5
2022,32,B,7579,16127,1369,24829,1482,17,7
2023,39,B,5232,19049,1376,16559,1780,18,4
2024,36,E,7313,63236,1995,33342,1086,21,7
2025,41,D,868,1393,614,28074,2362,11,0
2026,57,B,5859,19264,1236,23212,1382,17,5
2027,27,B,7878,23385,1110,35007,2613,20,6
2028,43,C,3738,4985,720,24693,1715,12,3
2029,32,D,2210,3670,575,24003,1895,14,1
2030,32,A,4466,13608,1083,37512,894,18,4
2031,37,D,1888,2551,437,21180,1628,12,1
2032,20,E,7753,44231,1241,32758,2402,15,6
2033,55,C,3202,5301,571,26454,1514,12,2
2034,35,E,7415,43895,2266,32813,1653,16,6
2035,45,D,2590,4550,580,38803,1582,11,2
2036,44,B,8743,27355,994,20990,1962,16,7
2037,39,D,2323,5231,587,16407,1926,11,1
2038,38,D,3504,4675,532,33401,1815,12,2
2039,64,C,3592,1991,820,33060,1295,15,3
2040,41,C,3564,8544,826,33702,1743,13,2
2041,50,A,4909,22725,928,38678,1864,19,4
2042,38,D,3121,5613,527,22036,2030,11,2
2043,41,D,2482,4386,454,23770,1719,11,1
2044,38,D,2568,3691,422,41465,1715,11,1
2045,46,A,4931,21810,771,16123,1768,14,4
2046,46,C,3812,14689,803,25065,1732,11,3
2047,39,B,7594,28931,1103,39013,1646,19,6
2048,30,E,7748,36265,1567,22191,1974,19,6
2049,33,D,2750,6753,525,20251,1725,12,2
2050,38,C,3717,12769,725,29107,2255,14,2
2051,45,E,9012,29148,1522,18663,1802,20,8
2052,39,B,5459,20604,1079,27246,1212,18,5
2053,36,E,9355,42191,1474,16612,1416,16,8
2054,34,C,3370,6664,868,19378,1929,11,2
2055,26,C,3872,1842,1005,40480,1859,14,3
2056,50,D,2244,4107,546,33761,1702,7,1
2057,35,D,3075,5137,594,26986,1513,10,2
2058,50,B,6345,22429,1073,26667,2034,14,5
2059,57,E,8158,16672,1675,15840,1781,22,7
2060,44,A,5229,17685,1272,32797,1889,16,4
2061,42,A,5461,26616,1008,27353,1733,16,4
2062,19,B,7613,23611,1187,24135,911,17,7
2063,40,B,7694,31484,1318,15781,1695,16,6
2064,39,D,1545,4373,478,41916,1406,9,1
2065,37,C,3006,2995,912,28070,1307,15,2
2066,54,B,7383,26381,998,33558,2067,20,6
2067,39,D,3165,7224,510,27520,1318,12,2
2068,35,C,3870,10239,623,24181,1695,13,3
2069,45,C,3509,4907,809,18094,1927,17,2
2070,41,A,4723,19801,1090,23947,1647,18,4
2071,45,B,6005,19039,1108,35166,1551,15,5
2072,41,D,2667,9008,568,15971,1815,18,1
2073,42,A,4900,16929,1032,19766,1688,17,4
2074,69,E,8411,55280,2338,21186,2283,18,7
2075,36,B,7749,29031,1331,24236,1438,18,7
2076,39,A,4912,24924,1081,32681,1805,15,4
2077,70,D,2259,3421,530,23663,1715,11,1
2078,34,D,2341,6078,532,30972,1698,14,1
2079,42,A,5299,28658,1150,25607,1438,16,4
2080,30,A,6161,35243,930,18335,927,17,6
2081,40,E,7632,51490,1994,20699,1312,17,7
2082,54,E,7680,52788,1657,33249,1807,15,6
2083,24,B,6513,13271,1210,27133,1754,17,5
2084,31,B,7472,21040,1168,26164,2193,19,6
2085,46,E,8280,50746,1508,38697,1018,18,8
2086,50,D,3486,9803,540,24859,1459,15,3
2087,35,A,5419,17007,526,30130,1926,16,4
2088,37,D,1192,2987,579,25966,1453,14,0
2089,48,A,4123,24785,897,26839,1693,13,3
2090,45,E,7537,49643,2148,20183,1715,19,6
2091,55,D,3327,6516,537,25652,1397,14,2
2092,42,A,4975,35805,1098,21891,2098,18,3
2093,53,C,3726,6637,663,31987,2444,9,2
2094,47,D,3639,6580,515,20229,2107,12,2
2095,63,E,7109,39046,1808,18050,2095,17,6
2096,23,A,5580,27764,1088,17454,1305,17,5
2097,44,E,7959,26944,1927,21931,1089,21,7
2098,29,B,7454,23492,1257,20448,1749,21,6
2099,56,E,8328,88536,2117,30805,1479,17,7
2100,38,D,3187,5405,456,17342,2033,11,2
2101,12,D,3179,6379,572,36081,1460,12,2
2102,29,E,9153,62795,1516,16833,1841,19,8
2103,41,B,6244,12868,1272,15904,1135,19,6
2104,49,B,8138,20408,1078,16572,1696,21,7
2105,47,C,3258,2687,695,36678,2225,16,2
2106,36,E,6955,23096,2397,28674,1669,17,6
2107,45,A,3984,14684,1294,23225,1261,13,3
2108,38,C,3585,7750,582,36416,1610,15,2
2109,28,A,4858,21748,843,41469,1594,15,4
2110,45,C,3376,4288,602,20718,1307,16,3
2111,33,A,4713,17976,734,42090,1407,20,4
2112,34,B,6022,29237,1232,31567,2105,17,4
2113,44,A,4642,15994,1054,19978,1572,16,4
2114,29,C,3246,6971,987,38374,1346,14,2
2115,29,A,4049,19062,797,24118,1681,16,3
2116,38,A,4570,6295,1141,25070,1289,16,4
2117,33,E,6963,6056,1806,33388,1015,19,6
2118,49,D,1542,4233,474,32143,1700,15,0
2119,20,A,4803,25066,681,33345,1929,13,3
2120,50,A,5533,20042,775,25641,1333,17,5
2121,37,A,5602,19451,1004,37027,1861,16,4
2122,29,C,3422,4822,986,32426,1700,16,2
2123,51,E,7444,40255,1846,18290,1889,18,6
2124,46,A,5835,25008,1146,27339,1408,20,5
2125,33,A,5062,23041,602,24240,1427,16,4
2126,54,D,1670,3075,487,37717,1937,13,0
2127,39,C,3376,5560,815,28323,1926,14,2
2128,18,E,9445,60769,1203,20413,2168,19,8
2129,33,D,3016,5895,494,27765,1416,10,2
2130,47,B,6548,31412,1304,35254,2001,20,5
2131,32,B,4550,16510,1230,26313,1964,16,3
2132,37,B,6092,16307,1002,33831,1443,17,5
2133,35,D,1981,2308,587,33600,1251,12,1
2134,59,A,5047,24978,1209,25889,1735,16,4
2135,45,D,1837,2655,559,31088,1963,11,0
2136,46,E,7531,5319,1322,29987,1565,18,6
2137,58,A,5299,33754,1135,39044,1571,16,4
2138,46,A,5182,35278,1203,38155,2115,18,4
2139,32,B,5779,25843,1065,29881,2316,15,4
2140,44,E,7432,66488,1942,40874,1291,17,7
2141,47,E,6982,49079,1777,32266,1686,19,6
2142,37,B,6724,13695,1235,39039,1856,16,5
2143,36,D,2212,5350,551,33403,2086,11,1
2144,45,A,4304,26898,804,40775,2309,13,2
2145,61,B,5287,14424,1293,20151,1534,18,4
2146,36,E,7565,40358,1252,23734,1824,19,6
2147,40,C,3469,5143,741,39403,1786,14,2
2148,39,A,4967,27365,852,26125,1449,15,4
2149,51,A,4781,31853,923,27456,1783,19,3
2150,51,B,5675,18347,1220,39946,1893,17,4
2151,44,E,6819,46660,1215,16097,1314,19,6
2152,36,E,6170,34190,1312,32687,1566,19,5
2153,45,E,8587,29600,1991,33222,2085,24,7
2154,49,B,6395,31266,1319,24604,1715,20,5
2155,40,B,5559,17796,1314,35438,1342,21,5
2156,43,C,4221,9727,880,23296,1513,14,3
2157,31,E,8518,84567,1674,16804,1959,20,7
2158,22,B,6990,3861,1212,35990,1370,20,6
2159,27,B,7114,16381,1113,33972,2003,15,6
2160,29,A,5141,21600,938,30832,1730,16,4
2161,53,B,6201,21429,1329,36887,2004,14,5
2162,54,C,3437,13932,724,33593,1965,13,2
2163,41,A,4194,16364,982,29536,1894,14,3
2164,46,B,5863,24855,1309,27752,1566,20,5
2165,48,B,7244,24588,1009,19572,1319,16,6
2166,43,A,5141,20735,1445,16268,1803,19,4
2167,25,D,2132,3354,574,21312,1017,11,2
2168,50,B,9275,32293,1172,34218,1613,16,8
2169,35,A,4578,34137,778,41404,1597,18,3
2170,47,A,4457,22721,1000,25975,1765,15,3
2171,48,D,1397,1508,580,17255,1813,12,0
2172,36,A,4116,16921,1037,30576,2277,18,2
2173,14,B,6978,33466,1202,28726,2069,19,5
2174,51,E,6431,36457,1875,20250,2265,23,5
2175,39,C,2997,5369,763,25293,1535,13,2
2176,44,E,8388,53966,735,40881,1805,21,7
2177,52,B,7289,14082,1053,30973,1727,18,6
2178,37,E,6860,35467,1478,15992,638,16,7
2179,48,B,8049,30997,1293,41993,1722,18,7
2180,63,B,6527,23807,1237,23301,1873,21,5
2181,51,E,9519,68933,1897,19819,1899,21,8
2182,34,E,8833,31551,1365,38625,1999,18,7
2183,53,C,4173,12519,1011,27806,1668,15,3
2184,33,E,9167,62518,1695,22577,2013,21,8
2185,39,C,2558,3773,757,25084,2029,15,1
2186,36,B,6825,19644,1258,29639,1929,17,5
2187,36,C,3776,7257,811,24465,1991,17,2
2188,15,C,3522,7664,1161,27763,1993,12,2
2189,22,C,3701,3598,744,20770,1901,11,2
2190,46,C,4113,10481,685,40257,1995,14,3
2191,34,C,3185,4932,832,25891,1297,14,2
2192,35,E,7056,37659,1526,34032,1936,20,6
2193,49,E,8290,5246,1556,18387,1484,21,7
2194,39,B,9036,29908,1322,17827,1552,17,8
2195,28,C,4103,7972,855,41064,1643,17,3
2196,48,A,5362,13521,1081,26973,1343,18,5
2197,39,C,3356,2652,867,20556,1092,15,3
2198,46,D,1418,1410,506,37903,1218,10,1
2199,38,B,6482,24951,1247,35587,1893,19,5
2200,45,A,4795,19418,810,39052,1914,17,3
2201,44,D,2906,6066,460,37850,1237,16,2
2202,16,E,7335,61147,2324,17678,2160,19,6
2203,40,C,3056,11681,843,40832,1742,14,2
2204,25,E,8569,77639,1635,27718,1995,19,7
2205,58,E,9572,67879,1797,34846,2042,20,8
2206,55,A,5451,16477,1143,19726,1855,18,4
2207,25,B,6455,16017,1073,23406,1378,18,6
2208,35,A,4510,18948,1147,30297,1956,18,3
2209,50,D,3063,8020,586,40839,1490,12,2
2210,31,E,6253,25388,2260,29239,1679,20,5
2211,35,D,3077,5441,478,40920,1392,11,2
2212,43,A,5059,21573,737,17231,1707,20,4
2213,26,D,2034,4920,485,33590,1838,11,1
2214,49,E,7530,34801,1817,19830,2211,19,6
2215,31,A,4990,30272,909,17365,1763,18,4
2216,62,E,8052,64693,1961,25516,1259,15,7
2217,28,C,3294,3326,915,30109,2089,16,2
2218,39,E,7862,43450,1832,21957,2396,20,6
2219,45,C,3089,2833,705,34580,1903,16,2
2220,36,A,5726,15063,817,24705,1624,21,5
2221,34,E,7130,24953,1662,16124,1685,17,6
2222,57,E,8562,84697,1900,19974,1739,21,7
2223,42,E,7612,54394,2168,40132,1330,17,7
2224,46,A,4114,17433,1022,24940,1593,16,3
2225,34,C,3715,12873,820,21628,1830,14,2
2226,74,E,7067,71572,1465,33997,1496,18,6
2227,53,E,8000,48092,2429,18027,1387,16,7
2228,38,E,9081,71158,1585,36143,1210,17,8
2229,47,D,1690,2922,454,20836,1242,14,1
2230,47,B,6489,11828,1247,24624,1724,18,5
2231,30,C,4477,1818,843,17848,1703,16,3
2232,47,A,3372,11852,901,34426,1920,21,2
2233,46,C,3639,3642,730,30302,1599,15,3
2234,46,C,4337,20344,741,24512,950,11,4
2235,38,D,2315,3828,506,23084,1581,11,1
2236,62,E,8641,57941,2076,32136,2089,17,7
2237,49,A,5423,32335,1205,32541,1706,16,4
2238,34,A,4501,14838,1022,30728,1417,17,4
2239,46,E,7527,50180,2010,15992,1903,19,6
2240,34,E,7081,53375,1529,34456,1939,18,6
2241,62,A,5325,14330,857,34689,1149,20,5
2242,30,C,3031,10601,725,35090,2096,13,1
2243,45,C,3986,5571,835,39402,2383,16,2
2244,18,A,4224,19499,1074,31022,680,16,4
2245,36,A,5623,33196,1386,21934,1557,17,5
2246,29,E,8458,45142,1569,19653,1583,15,7
2247,29,E,6974,46877,2055,17680,2041,19,5
2248,36,D,3097,6311,531,36367,1431,12,2
2249,56,D,1509,4577,526,20393,1968,14,0
2250,44,B,4731,14345,1383,37716,1712,16,4
2251,32,A,5484,25425,1238,40886,1512,18,4
2252,43,B,8067,26939,1159,21881,1432,18,7
2253,53,C,3179,11489,918,36346,1709,14,2
2254,38,B,6811,20192,1146,35296,1226,19,6
2255,35,E,7958,26652,1270,22772,1488,19,7
2256,44,C,2936,8300,762,33000,1471,14,2
2257,44,B,7668,30319,1306,20243,2070,22,6
2258,2,D,3817,9190,519,20172,2069,12,2
2259,45,E,7852,2608,2186,27976,1920,22,6
2260,31,B,5416,16269,1233,41500,1156,19,5
2261,41,A,5143,35321,1210,16605,952,19,5
2262,48,C,3377,5760,788,31803,1858,14,2
2263,43,A,4709,29930,1114,24779,1451,19,4
2264,46,B,7908,28808,1180,33793,1446,15,7
2265,42,D,1388,3420,417,17935,1950,16,0
2266,59,D,2145,2599,495,21240,2001,13,1
2267,53,D,2832,5684,518,25210,2057,15,1
2268,32,C,3855,7289,779,39886,975,15,3
2269,25,C,4075,4623,976,19252,1753,16,3
2270,52,A,4820,29421,1252,32929,1366,16,4
2271,45,C,2423,6495,837,27244,1862,16,1
2272,30,B,7325,15394,1169,33426,1460,18,6
2273,47,D,2162,3130,466,18211,1475,12,1
2274,31,D,3283,7757,397,38848,2331,13,1
2275,34,C,3317,10940,864,26895,1376,15,2
2276,45,C,3642,10526,860,37317,2456,17,2
2277,44,C,3571,1421,850,28619,1752,13,2
2278,45,B,8191,21275,1256,41507,2155,17,7
2279,38,E,6985,47141,2002,19112,1030,18,6
2280,53,C,3665,9391,638,39339,1503,14,3
2281,62,C,3560,12074,808,32491,1316,13,3
2282,42,D,2419,5871,526,26327,1770,12,1
2283,50,C,3629,8968,919,39722,1643,14,2
2284,25,B,8009,20869,1399,23409,1521,15,7
2285,62,D,1727,5048,550,29544,1621,10,1
2286,24,B,6429,17220,1198,33288,1511,17,5
2287,38,C,4213,10820,792,25354,1959,15,3
2288,38,A,4752,26843,886,35906,1719,14,4
2289,35,C,3737,7257,821,20383,1679,12,3
2290,37,D,3806,8835,474,17744,1628,11,3
2291,43,B,6211,8301,1171,36585,1128,16,6
2292,30,C,3844,4682,845,15787,1580,12,3
2293,39,A,4985,31206,967,31322,2060,17,3
2294,33,A,4960,17188,917,33446,1180,19,4
2295,43,C,3122,8734,669,32023,2193,13,1
2296,53,E,8615,26602,1993,31741,1713,19,7
2297,36,B,6771,33353,1228,21206,1372,15,6
2298,47,C,3608,9016,861,31843,1713,15,2
2299,23,A,3764,18907,1154,41552,2074,19,2
2300,31,E,8883,41714,1869,31949,1753,22,8
2301,34,E,7677,71574,1655,41251,1805,20,6
2302,44,C,3575,4926,823,37765,1905,13,2
2303,55,B,5420,14869,1256,36209,2013,19,4
2304,34,C,3647,1696,696,19739,1996,18,2
2305,27,D,3017,4608,576,20607,2765,11,1
2306,42,C,3628,7831,737,38659,1155,16,3
2307,32,A,4932,21950,936,39457,489,17,5
2308,44,D,1800,4456,460,30981,1597,13,1
2309,42,B,6773,17290,1319,19663,1569,19,6
2310,45,B,6298,25863,1265,27437,1493,18,5
2311,54,B,8170,21379,1311,26537,2163,18,7
2312,28,E,8971,85706,1706,15831,1746,21,8
2313,27,C,3818,4188,613,20070,2104,12,2
2314,68,C,3415,10200,691,35775,1776,19,2
2315,52,D,4527,7162,456,41146,1349,13,4
2316,38,D,4401,6815,558,41090,1916,14,3
2317,53,D,1944,4262,480,17267,1392,10,1
2318,49,B,6949,25377,1203,26663,1062,20,6
2319,42,B,8609,27612,1337,25043,1030,19,8
2320,46,E,7972,50456,1411,41759,1626,17,7
2321,42,B,8189,27024,1056,17877,1417,15,7
2322,38,B,8864,30228,1240,26333,1703,19,8
2323,32,E,7659,21367,1688,33024,1760,22,6
2324,65,A,5008,29546,965,17868,2032,18,3
2325,43,C,3511,1021,657,18494,1460,16,3
2326,24,C,3383,7466,681,25124,1549,17,2
2327,54,E,7427,31967,1339,23544,1205,17,7
2328,35,A,5045,31740,1113,28453,1557,20,4
2329,42,D,2635,7343,570,17234,1523,10,2
2330,17,B,7584,27734,1213,22304,1696,18,6
2331,33,A,5693,37750,1104,37925,1359,17,5
2332,25,D,1510,3137,585,20192,1239,10,1
2333,47,A,4879,24395,952,37026,2131,13,3
2334,43,D,2397,7682,552,34064,2428,15,0
2335,36,E,7824,42369,2227,33847,1771,23,7
2336,26,C,3685,11971,819,33715,1992,16,2
2337,49,C,3201,3902,888,16356,1449,13,2
2338,54,E,7987,69102,1638,28669,1123,19,7
2339,33,C,3308,6574,788,34974,2066,15,2
2340,42,D,1535,2808,489,37765,1677,12,0
2341,33,A,4052,27172,987,28909,1824,17,3
2342,38,E,8324,65289,1662,34795,1129,17,8
2343,38,E,7467,42702,1460,36332,2164,20,6
2344,42,E,7818,53615,2532,38873,2279,19,6
2345,43,A,4847,18407,1159,20499,2111,15,3
2346,21,D,2951,5057,601,39710,1692,13,2
2347,59,C,4045,7078,799,22767,2200,15,2
2348,33,A,4808,27844,985,31036,1936,16,3
2349,50,D,2764,5974,463,37999,2188,11,1
2350,34,C,4068,12748,665,17024,2495,20,2
2351,29,B,5878,14398,1345,31157,1665,18,5
2352,42,A,5015,33560,871,31349,638,16,5
2353,38,E,8072,69031,1800,24331,1599,15,7
2354,47,B,5822,22991,1356,30488,2007,18,4
2355,48,E,8303,37334,1515,38392,1806,20,7
2356,66,D,3739,7676,398,28868,1649,10,3
2357,38,A,5670,12903,668,39977,1742,17,4
2358,49,E,7608,45534,1729,35023,2283,20,6
2359,19,B,6978,21330,1222,26676,1769,20,6
2360,36,B,6354,20016,1198,33823,1924,16,5
2361,44,C,2576,5510,649,18189,1486,14,2
2362,29,E,8197,17028,1403,17824,2120,21,7
2363,49,A,5418,40792,1176,18289,1361,18,5
2364,59,C,2805,3589,753,20766,1104,13,2
2365,43,C,3554,10465,790,41038,1358,14,3
2366,42,B,8306,21719,1206,27040,743,15,8
2367,23,A,5065,24486,1083,26555,1559,20,4
2368,41,C,4062,8644,785,37726,1788,12,3
2369,57,D,1774,3919,471,29100,1509,12,1
2370,39,C,3145,2268,723,24225,1178,14,2
2371,43,B,7361,11502,1206,16815,1195,18,7
2372,53,C,3313,7914,790,39518,1728,13,2
2373,62,D,2695,6187,471,31576,1579,13,2
2374,27,D,2189,4875,473,30362,1411,15,1
2375,30,C,3645,2478,972,18736,1826,15,2
2376,43,A,4578,19482,1279,37566,1305,16,4
2377,30,D,3272,5806,484,33069,1743,13,2
2378,24,D,3201,5969,472,23487,1920,14,2
2379,46,A,4799,26468,1192,20025,2169,19,3
2380,41,C,3974,5263,812,23251,1173,14,3
2381,55,D,263,605,565,16277,1603,16,0
2382,52,D,2848,6500,417,17282,1187,16,2
2383,37,C,3722,1541,917,30575,1842,16,2
2384,55,B,7580,8688,1181,27215,2290,18,6
2385,46,C,3093,951,766,21718,1055,14,3
2386,44,D,3470,5082,501,28174,1289,15,3
2387,35,D,1751,2819,425,18415,1618,12,1
2388,52,A,5069,6056,1101,23772,1789,16,4
2389,29,A,4802,37356,918,24405,1420,19,4
2390,44,A,5215,25236,784,16535,1028,15,5
2391,51,E,8562,8870,2224,31644,1736,20,7
2392,28,C,3507,12004,757,21773,1785,14,2
2393,41,E,8593,3606,1753,36552,1917,22,7
2394,65,C,3587,6934,977,28214,1563,10,3
2395,59,B,7193,23385,1228,27304,2185,15,6
2396,58,E,7850,84091,1501,34104,1641,20,7
2397,31,D,2951,6163,480,29708,1803,11,2
2398,40,B,8796,40063,1200,20361,1006,14,8
2399,28,C,2965,5566,644,31258,2069,14,1
2400,53,E,8381,38341,1494,29617,1712,15,7
2401,53,E,8330,75594,1885,34761,1907,18,7
2402,25,A,5855,26861,1259,35463,1310,14,5
2403,44,E,8337,63286,1487,32175,1694,21,7
2404,41,B,9004,16629,1042,33352,1730,20,8
2405,39,C,2929,6645,893,35576,1815,12,2
2406,35,C,3783,14484,837,22744,1595,17,3
2407,54,A,4278,21597,1105,31124,1738,20,3
2408,17,D,1304,2719,553,22465,1746,11,0
2409,42,A,5269,27593,1273,21793,1607,19,4
2410,50,C,3615,7354,943,31942,1765,14,2
2411,44,E,8973,55857,1676,35748,2133,16,7
2412,47,E,7331,58973,1766,28225,1563,20,6
2413,18,A,4931,27641,925,17719,2121,18,3
2414,45,C,3103,524,702,19673,1830,15,2
2415,38,E,7338,35792,2211,40484,1378,19,6
2416,33,A,6033,41195,1378,41760,1274,14,5
2417,39,A,4566,29406,816,37549,1721,17,3
2418,48,E,8312,22694,1218,18433,1297,18,8
2419,56,C,4007,5348,638,35888,1797,16,3
2420,39,D,1755,2169,529,29508,1589,10,1
2421,49,D,3210,9619,517,24286,1512,15,2
2422,30,B,7541,29620,1261,38094,1348,20,7
2423,38,E,8268,46723,2323,22779,1788,19,7
2424,40,E,8591,65583,1500,31904,1818,20,7
2425,30,A,4882,34953,854,22312,1270,16,4
2426,50,E,8233,59220,1902,28337,2022,17,7
2427,29,C,3983,11556,674,19148,916,12,4
2428,52,A,4883,21739,905,32560,1096,18,4
2429,41,B,8236,35996,1140,22861,1523,13,7
2430,39,E,8512,52988,2347,20419,2542,20,6
2431,31,D,1883,2536,586,38767,1708,13,1
2432,65,E,7857,35191,1252,38767,1515,20,7
2433,51,A,5440,26422,858,41456,1898,18,4
2434,34,A,5449,32835,754,21046,1626,15,4
2435,35,C,3737,9477,773,24835,1930,16,2
2436,47,A,5192,18854,1092,30391,2156,19,4
2437,34,B,7635,22091,1201,28956,1288,19,7
2438,57,B,7196,15759,1103,37719,1398,21,6
2439,55,B,7658,39897,1343,27158,1635,17,7
2440,36,B,9111,31446,1328,37443,1784,21,8
2441,50,A,4444,21408,900,33852,1011,17,4
2442,41,C,3169,252,800,39680,1407,17,2
2443,51,E,7040,46633,1707,19563,1542,18,6
2444,41,D,3196,6108,451,21435,1356,14,2
2445,47,C,3119,6682,835,16973,1786,14,2
2446,50,D,1766,4769,485,28546,1481,15,1
2447,46,D,3145,4173,470,28230,1602,9,2
2448,44,B,7532,23237,1092,39664,1596,19,6
2449,35,E,8821,59222,1820,26631,2135,18,7
2450,45,A,5518,19081,792,15997,1900,20,4
2451,37,B,6693,21921,1247,32356,1414,13,6
2452,28,C,4146,10117,800,36673,1665,15,3
2453,42,B,7727,17883,1197,28466,1781,18,6
2454,43,A,4287,24058,525,39429,1927,15,3
2455,47,A,5273,18753,1135,42004,1542,14,4
2456,38,B,6962,17246,1176,41185,2228,17,5
2457,51,B,6618,20024,1054,17135,1680,17,5
2458,52,A,4176,20950,1231,17670,1501,18,3
2459,49,E,8193,24339,1946,36563,2271,20,6
2460,20,A,5367,23469,1290,37329,1551,17,4
2461,37,A,4666,19718,1046,16828,1881,17,3
2462,42,A,4261,11805,895,28862,2293,17,2
2463,36,C,3397,3374,760,20063,1382,21,3
2464,32,D,3129,6989,488,38167,1915,16,2
2465,48,C,3616,1029,777,27424,2040,13,2
2466,44,E,7805,58302,2201,36552,1292,19,7
2467,53,C,3934,13222,919,19603,1469,18,3
2468,44,A,5288,19168,1252,22001,1383,14,4
2469,65,D,2045,2569,432,31163,1244,15,1
2470,46,D,2893,7566,495,35952,2082,15,1
2471,44,D,1444,2218,449,37790,1556,9,0
2472,42,B,7922,25996,1090,24816,1471,15,7
2473,27,E,7705,16615,1659,17155,818,18,7
2474,51,E,6205,22728,1342,18141,1302,16,5
2475,43,B,7042,29732,1214,40950,1609,17,6
2476,36,A,4765,34616,1131,36131,1421,18,4
2477,50,D,2817,7121,467,24999,1184,15,2
2478,33,B,7619,21673,1259,19116,1522,22,7
2479,28,D,3229,3807,465,28596,1693,15,2
2480,35,D,2450,5040,521,25064,1206,15,2
2481,38,D,2305,3999,539,24794,1549,12,1
2482,34,B,6886,20380,1087,29096,1794,14,6
2483,39,D,2311,2538,481,15724,1555,14,1
2484,35,E,8996,64510,2120,22053,1700,18,8
2485,34,A,5188,25929,709,30875,1365,16,4
2486,59,B,7900,25805,1245,20303,1871,20,7
2487,34,D,2654,4561,444,29590,1940,15,1
2488,32,B,6673,20632,1309,35365,1954,18,5
2489,30,A,4192,15667,1280,38602,2267,17,2
2490,53,D,3072,5338,419,37368,1439,12,2
2491,38,B,6561,16666,1118,22860,1914,17,5
2492,31,B,7162,38688,1129,34330,2134,16,6
2493,48,D,2639,5271,459,18844,2046,15,1
2494,35,E,7196,32419,1828,31154,1800,19,6
2495,54,C,3544,5350,827,38983,1276,16,3
2496,55,D,2848,5571,478,29698,1942,13,1
2497,40,E,8480,52388,1597,27472,1469,21,8
2498,28,E,8704,37147,1953,17714,1896,15,7
2499,35,E,7574,73320,1165,41176,1383,21,7
2500,22,E,6681,28927,1844,20494,2182,23,5
2501,28,D,2310,4463,426,33514,1839,13,1
2502,30,C,3157,6710,605,26841,1898,14,2
2503,50,C,2502,3370,791,21205,1620,15,1
2504,35,D,2390,4442,582,37478,2000,13,1
2505,46,D,1752,3381,581,17295,2299,15,0
2506,45,B,6971,17424,1447,34761,2036,15,5
2507,44,E,6912,66726,1394,35592,1763,16,6
2508,39,C,3763,7342,743,36263,1606,14,3
2509,47,B,6656,18345,1306,28237,1035,21,6
2510,44,C,4082,7026,932,41414,2089,18,2
2511,35,E,7876,53697,1890,18526,2043,18,6
2512,36,B,6755,16812,1159,40405,2170,16,5
2513,57,B,9200,11250,1246,17615,1882,15,8
2514,34,B,4770,2957,1133,27676,1475,18,4
2515,42,A,4235,22437,1041,38758,1734,15,3
2516,32,E,8314,62787,1448,34795,1547,17,7
2517,38,B,6813,8840,1223,18741,1762,17,6
2518,45,E,8513,83790,1972,21339,2008,21,7
2519,37,E,10099,71793,1675,20759,1961,17,9
2520,61,A,4981,32711,1127,33536,1934,16,4
2521,31,A,4278,19522,932,40986,2074,15,3
2522,29,D,2812,7850,556,26553,1524,12,2
2523,45,C,4080,11454,820,22185,1648,15,3
2524,23,B,6389,21343,1186,18097,1294,16,6
2525,43,D,3320,8307,490,31547,2145,11,2
2526,28,D,2813,6021,540,34075,1331,12,2
2527,50,D,3908,8208,491,21418,2042,14,2
2528,43,A,4718,12392,1241,21487,2066,15,3
2529,43,C,2343,2927,793,34473,1895,18,1
2530,36,B,8094,28198,1110,25315,1872,17,7
2531,50,D,1944,2368,495,41965,2161,12,0
2532,44,B,9290,20098,1377,26793,1809,20,8
2533,49,A,5476,23512,888,19943,1380,19,5
2534,35,E,8710,69936,1134,21213,1999,23,7
2535,32,C,3717,3367,909,18892,1473,17,3
2536,60,A,5294,19548,958,25216,1950,16,4
2537,20,D,3601,9131,528,30022,1350,14,3
2538,41,A,4906,21800,1143,30179,1720,18,4
2539,59,D,2302,4560,496,22016,1273,14,2
2540,39,C,3921,9380,902,33349,1841,12,3
2541,31,C,3289,8030,710,37015,2942,18,1
2542,28,A,6086,19713,802,23745,1906,20,5
2543,50,D,3678,7069,493,18932,1665,12,3
